address,area,buildYear,date,floor,numOfRooms,price,pricePerMeter,size
שד ושינגטון 19,Florentin,1935,09/11/2000,,2,222480,4613,55
שד ושינגטון 19,Florentin,1930,30/10/2000,,3,260505,2122,70
שד ושינגטון 19,Florentin,1930,29/10/2000,,2,322920,706,44
מחל 1,Neve Hen,1999,24/12/2000,9,4.5,683609,6214,110
אוריאל אקוסטה 17,Florentin,1933,26/10/2000,,2,93399,5344,44
אוריאל אקוסטה 17,Florentin,1999,26/10/2000,,4,31102,4053,1
השוק 45,Florentin,1933,22/10/2000,,3,1001403,3619,50
שד ושינגטון 19,Florentin,1930,20/9/2000,,3,267234,7507,70
שדרות וושינגטון 35,Florentin,1930,20/9/2000,,3,267234,12497,78
שד ושינגטון 19,Florentin,1930,18/9/2000,,2,283710,9642,50
מחל 1,Neve Hen,2000,18/12/2000,7,4,819000,8190,100
שדרות ששת הימים 32,Neve Hen,2000,18/12/2000,7,4,725402,6979,100
מחל 3,Neve Hen,2000,07/12/2000,9,3.5,697913,6529,100
מחל 2,Neve Hen,2000,07/12/2000,1,4,652950,6631,100
מחל 3,Neve Hen,1999,04/12/2000,9,4,663121,8534,100
אברבנאל 35,Florentin,1960,10/9/2000,,1,282312,9941,18
רענן 21,Florentin,1930,20/8/2000,,2,30300,5548,1
רענן 21,Florentin,1930,20/8/2000,,2,16362,9696,1
מחל 36,Neve Hen,2000,03/12/2000,3,3.5,853475,5676,100
דרך לוד 48,Neve Hen,1978,01/12/2000,4,3.5,567692,8072,72
מעפילי אגוז 89,Neve Hen,2000,30/11/2000,5,4,581206,7032,100
מחל 56,Neve Hen,2000,29/11/2000,12,4,703248,8214,100
אליעז רפאל 42,Neve Hen,1970,28/11/2000,2,3,821430,9331,58
רענן 21,Florentin,1930,20/8/2000,,3,137339,7881,1
הרב יצחק ידידיה פרנקל 10,Florentin,1930,09/8/2000,,3,137339,1306,1
הרב יצחק ידידיה פרנקל 10,Florentin,1999,09/8/2000,,1.5,375360,7828,34
הרצל 43,Florentin,1950,03/8/2000,,3,224950,5977,65
פלורנטין 23,Florentin,2000,31/7/2000,,2,168428,,80
שדרות וושינגטון 35,Florentin,1930,10/7/2000,,2,190350,,47
מעפילי אגוז 43,Neve Hen,2000,28/11/2000,8,4,541200,8322,100
דרך לוד 48,Neve Hen,2001,22/11/2000,7,4,832292,6880,100
מחל 48,Neve Hen,2000,22/11/2000,2,4,688072,6563,100
דרך לוד 48,Neve Hen,2000,16/11/2000,9,4.5,656392,7415,120
דרך לוד 48,Neve Hen,1984,13/11/2000,2,3,889911,4573,74
שד ושינגטון 21,Florentin,1920,10/7/2000,,3,190350,,71
שד ושינגטון 21,Florentin,1940,10/7/2000,,1,287550,,46
שד ושינגטון 21,Florentin,1997,10/7/2000,,2,190350,,70
שד ושינגטון 21,Florentin,1999,10/7/2000,,3.5,299884,,1
דרך הטייסים 102,Neve Hen,1970,10/11/2000,1,4,338469,6000,93
מח''ל 89,Neve Hen,1978,08/11/2000,4,4,558030,2274,94
"מח""ל 81",Neve Hen,1969,08/11/2000,1,3,558030,623,75
קורין עזרא 6,Neve Hen,1970,06/11/2000,4,4,213799,5706,97
סנפיר 11,Neve Hen,1980,05/11/2000,2,3,46750,6025,80
מעפילי אגוז 8,Neve Hen,2000,05/11/2000,12,6,553500,7395,130
מעפילי אגוז 54,Neve Hen,1967,02/11/2000,1,2.5,482040,7777,50
שדרות וושינגטון 35,Florentin,1939,10/7/2000,,2,327840,,50
אליעז רפאל 42,Neve Hen,1970,01/11/2000,2,3,961470,7170,60
"מח""ל 1",Neve Hen,1999,31/10/2000,9,4.5,388878,7333,120
"מח""ל 75",Neve Hen,1999,26/10/2000,9,4.5,430248,5988,120
מחל 26,Neve Hen,2000,25/10/2000,2,4,880000,6497,100
מחל 16,Neve Hen,2000,25/10/2000,7,3.5,718676,6570,100
מחל 1,Neve Hen,1975,22/10/2000,2,3,649711,3522,73
דרך לוד 48,Neve Hen,1974,22/10/2000,2,4,657091,7206,73
מעפילי אגוז 17,Neve Hen,1999,20/10/2000,8,4,257125,8323,100
מעפילי אגוז 19,Neve Hen,1999,19/10/2000,5,4,526080,6856,100
מעפילי אגוז 17,Neve Hen,1999,19/10/2000,8,4,526080,7565,100
סלע יעקב 26,Neve Hen,2000,18/10/2000,10,3,832300,7791,80
ד' 69,Neve Hen,1999,17/10/2000,6,3.5,400000,7500,100
ד' 69,Neve Hen,1999,17/10/2000,5,4,400000,6320,100
דרך לוד 48,Neve Hen,1983,10/10/2000,2,3,685661,6886,75
אלנקוה 76,Neve Hen,1999,10/10/2000,9,4.5,756540,7620,110
אליעז רפאל 42,Neve Hen,1982,10/10/2000,2,3,623300,6981,63
מחל 48,Neve Hen,2000,04/10/2000,2,4,750000,6704,100
אלנקוה 76,Neve Hen,1999,03/10/2000,5,3.5,632054,7005,100
סלע יעקב 20,Neve Hen,1999,03/10/2000,2,4,516480,6965,100
מחל 26,Neve Hen,1999,02/10/2000,9,3,838230,7094,100
מעפילי אגוז 75,Neve Hen,1990,02/10/2000,6,3,439815,9111,72
הרב יצחק ידידיה פרנקל 10,Florentin,1939,12/12/1999,,2,447683,9215,49
הרב יצחק ידידיה פרנקל 10,Florentin,2000,09/12/1999,,2,455665,11782,51
קורדובירו 5,Florentin,1939,07/12/1999,,2,451540,6575,50
הרב יצחק ידידיה פרנקל 10,Florentin,1939,07/12/1999,,3,456098,10753,63
הקישון 70,Florentin,1933,07/12/1999,,2,4254481,13027,31
הרב יצחק ידידיה פרנקל 10,Florentin,1942,06/12/1999,,2,565112,10265,40
הרב יצחק ידידיה פרנקל 10,Florentin,1999,02/12/1999,,2,467923,6987,1
מעפילי אגוז 75,Neve Hen,1975,13/6/2000,8,3,492480,7943,62
הרב יצחק ידידיה פרנקל 10,Florentin,1920,02/12/1999,,3,467923,13508,70
הרצל 74,Florentin,1999,19/11/1999,,2,835622,4498,38
העלייה 70,Florentin,1930,18/11/1999,,2,493038,12006,50
מטלון 9,Florentin,1999,18/11/1999,,2,1691600,12006,1
חיים בן עטר 12,Florentin,1999,16/11/1999,,2,190620,12006,37
הרצל 108,Florentin,1999,08/11/1999,,2,421197,,37
הרצל 108,Florentin,1999,28/10/1999,,2,600910,,37
שדרות ששת הימים 32,Neve Hen,1999,12/6/2000,9,5,538408,9496,120
סלע יעקב 1,Neve Hen,1984,12/6/2000,1,3,1139566,7691,70
שד ששת הימים 35,Neve Hen,1975,12/6/2000,8,3.5,538410,7372,73
דרך הטייסים 106,Neve Hen,1977,11/6/2000,1,4,538200,4554,100
מוצא 20,Neve Hen,1975,11/6/2000,3,3,455400,6086,75
מעפילי אגוז 39,Neve Hen,2000,11/6/2000,1,3,456500,7411,76
אליעז רפאל 19,Neve Hen,1968,31/5/2000,1,2.5,563270,8080,49
"מח""ל 3",Neve Hen,1982,30/5/2000,4,3,395960,5546,75
סלע יעקב 20,Neve Hen,1999,25/5/2000,1,4,416000,6099,100
אלנקוה 76,Neve Hen,1973,25/5/2000,3,3,609966,8833,56
מעפילי אגוז 122,Neve Hen,1967,23/5/2000,1,3,494656,4800,75
4224 7,Neve Hen,1999,22/5/2000,5,3,637184,8608,76
שדרות ששת הימים 32,Neve Hen,1967,18/5/2000,4,2.5,360000,8300,50
ערד 3,Neve Hen,1975,18/5/2000,8,3,360000,11441,72
צלילי חנינא 2,Neve Hen,1969,16/5/2000,3,3,654213,7245,65
מעפילי אגוז 7,Neve Hen,1984,11/5/2000,6,3,415000,9411,62
"מח""ל 3",Neve Hen,1999,11/5/2000,10,5,415000,7479,120
מעפילי אגוז 134,Neve Hen,1974,08/5/2000,1,3.5,823800,7729,72
מבוא וולקר יוסף 40,Neve Hen,1901,05/5/2000,4,3,470925,6403,63
מעפילי אגוז 75,Neve Hen,1973,05/5/2000,2,4,583538,7196,73
אלנקוה 76,Neve Hen,1974,04/5/2000,1,4,897555,7538,78
דרך הטייסים 106,Neve Hen,1967,16/4/2000,1,2,556554,6052,57
שדרות ששת הימים 32,Neve Hen,1950,12/4/2000,1,1,403400,8278,1
רוטנשטרייך 4,Neve Hen,1983,12/4/2000,1,3,403400,7515,61
מעפילי אגוז 21,Neve Hen,1980,11/4/2000,5,3,525330,5871,64
דרך הטייסים 70,Neve Hen,1999,07/4/2000,6,3.5,588000,8233,130
אנטק צוקרמן יצחק 7,Neve Hen,1993,06/4/2000,5,4,345015,8106,100
ערד 14,Neve Hen,1999,05/4/2000,8,3.5,262015,6508,80
מעפילי אגוז 69,Neve Hen,1999,30/3/2000,7,3.5,505008,11105,100
מעפילי אגוז 66,Neve Hen,1972,30/3/2000,1,4.5,480960,6312,62
צלילי חנינא 2,Neve Hen,1995,27/3/2000,3,6,763267,8811,159
סלע יעקב 136,Neve Hen,1976,23/3/2000,10,3,823368,7829,60
דרך השלום 48,Neve Hen,1967,23/3/2000,2,2.5,648508,7629,52
צלילי חנינא 2,Neve Hen,1999,21/3/2000,2,5,650808,6215,120
מעפילי אגוז 94,Neve Hen,1999,16/3/2000,4,4,688540,5743,100
מחל 58,Neve Hen,1972,15/3/2000,2,3,1003687,8244,86
מעפילי אגוז 36,Neve Hen,1977,15/3/2000,4,2.5,528675,9754,49
"מח""ל 9",Neve Hen,1984,12/3/2000,5,3,407130,11116,59
אלנקוה 1,Neve Hen,1972,08/3/2000,8,4,915496,8799,47
אלנקוה 1,Neve Hen,1992,08/3/2000,3,3,621538,6796,69
סלע יעקב 17,Neve Hen,1984,29/2/2000,,3,493920,7670,75
"מח""ל 5",Neve Hen,1977,28/2/2000,,2.5,404000,,50
בנבנישתי 11,Florentin,1960,27/1/1998,3,3,439725,6765,65
קורדובירו 12,Florentin,1939,19/1/1998,1,3,469560,6905,68
הרצל 77,Florentin,1950,14/1/1998,2,3,516345,7943,65
סנפיר 1,Neve Hen,1970,28/7/1999,2,3,535860,7547,71
"מח""ל 10",Neve Hen,1972,21/7/1999,1,4,612300,5722,107
דרך הטייסים 82,Neve Hen,1985,20/7/1999,1,3,518414,8361,62
מעפילי אגוז 64,Neve Hen,1970,20/7/1999,3,3,505351,7896,64
מבוא וולקר יוסף 32,Neve Hen,1979,14/7/1999,2,3,430395,6621,65
מעפילי אגוז 35,Neve Hen,1973,08/7/1999,1,3,484665,7817,62
שד ששת הימים 37,Neve Hen,1984,07/7/1999,7,3,524772,6904,76
דרך הטייסים 48,Neve Hen,1960,07/7/1999,5,4,783936,9799,80
מחל 58,Neve Hen,1998,05/7/1999,2,4,10250,102,100
מעפילי אגוז 35,Neve Hen,1972,30/6/1999,3,3,513576,8283,62
מעפילי אגוז 112,Neve Hen,1975,27/6/1999,3,3.5,630528,8637,73
מעפילי אגוז 110,Neve Hen,1965,27/6/1999,1,1.5,630528,7000,40
שד ששת הימים 9,Neve Hen,1977,23/6/1999,4,3,280000,8699,60
דרך הטייסים 56,Neve Hen,1950,21/6/1999,1,1,521984,8031,30
אנטק צוקרמן יצחק 3,Neve Hen,1985,21/6/1999,3,3,240952,5981,75
דרך הטייסים 30,Neve Hen,1979,20/6/1999,12,4,448580,7369,71
דרך משה דיין 40,Neve Hen,1970,08/6/1999,1,3.5,523264,5842,89
ד' 69,Neve Hen,1975,08/6/1999,6,3.5,523264,7975,73
מעפילי אגוז 54,Neve Hen,1969,07/6/1999,3,3,519966,7716,67
דרך הטייסים 106,Neve Hen,1975,03/6/1999,5,3.5,582200,8203,73
מעפילי אגוז 64,Neve Hen,1959,02/6/1999,1,1,516980,5328,52
4224 7,Neve Hen,1986,31/5/1999,4,3,529750,7616,70
מעפילי אגוז 89,Neve Hen,1970,27/5/1999,3,3,598850,7099,64
מעפילי אגוז 96,Neve Hen,1975,26/5/1999,3,4,350000,6590,91
אנטק צוקרמן יצחק 32,Neve Hen,1973,23/5/1999,1,3,277060,10632,61
שדרות ששת הימים 32,Neve Hen,1976,23/5/1999,4,3.5,533144,6545,73
שד ששת הימים 37,Neve Hen,1990,23/5/1999,1,2,533144,5707,60
מבוא וולקר יוסף 40,Neve Hen,1979,19/5/1999,2,3,454363,7642,60
מעפילי אגוז 75,Neve Hen,1975,09/5/1999,2,3,526000,8729,60
סלע יעקב 18,Neve Hen,1989,07/5/1999,2,2,599720,8754,46
"מח""ל 75",Neve Hen,1983,06/5/1999,1,3,648590,6639,75
מעפילי אגוז 11,Neve Hen,1974,02/5/1999,4,4,477825,8436,77
מבוא וולקר 20,Neve Hen,1970,29/4/1999,4,4,400000,6640,85
מעפילי אגוז 82,Neve Hen,1974,29/4/1999,6,3,614496,9903,57
לובטקין צביה 26,Neve Hen,1984,22/4/1999,8,3,342465,9084,62
אנטק צוקרמן יצחק 24,Neve Hen,1985,22/4/1999,1,3,458540,8359,65
דרך הטייסים 100,Neve Hen,1970,19/4/1999,3,2,523770,6215,56
סנפיר 72,Neve Hen,1967,16/4/1999,3,3,402700,8341,67
סלע יעקב 20,Neve Hen,1974,14/4/1999,3,3,497952,6741,74
דרך הטייסים 26,Neve Hen,1974,08/4/1999,4,3,649635,5903,62
מעפילי אגוז 56,Neve Hen,1961,24/3/1999,1,3,564480,6933,75
דרך הטייסים 96,Neve Hen,1976,23/9/1998,7,3,521024,8403,62
מעפילי אגוז 96,Neve Hen,1967,23/9/1998,3,2.5,521024,7904,50
"מח""ל 7",Neve Hen,1989,14/9/1998,7,3,395211,8716,62
דרך הטייסים 80,Neve Hen,1969,13/9/1998,1,3,540400,7373,70
סנפיר 11,Neve Hen,1998,09/9/1998,3,3,516168,9075,62
דרך הטייסים 80,Neve Hen,1974,02/9/1998,4,4,562684,6368,74
מעפילי אגוז 47,Neve Hen,1979,27/8/1998,1,3,471250,6517,65
מבוא וולקר יוסף 32,Neve Hen,1965,12/8/1998,1,3,423656,5882,70
אנטק צוקרמן יצחק 20,Neve Hen,1972,12/8/1998,8,3,411750,6166,75
מעפילי אגוז 75,Neve Hen,1974,10/8/1998,3,3,462475,7856,58
מעפילי אגוז 75,Neve Hen,1974,10/8/1998,8,3.5,153542,7308,72
מעפילי אגוז 75,Neve Hen,1967,10/8/1998,4,3,462475,5610,65
מעפילי אגוז 49,Neve Hen,1984,28/7/1998,3,3,455670,7344,72
מעפילי אגוז 89,Neve Hen,1973,22/7/1998,3,3,526176,7664,63
אנטק צוקרמן יצחק 7,Neve Hen,1988,19/7/1998,1,3,364700,5874,70
"מח""ל 83",Neve Hen,1971,19/7/1998,2,4,528815,8510,69
מעפילי אגוז 25,Neve Hen,1992,15/7/1998,3,4,482856,6604,90
מוצא 18,Neve Hen,1969,14/7/1998,4,3,411188,7009,67
דרך ההגנה 170,Neve Hen,1989,07/7/1998,4,3.5,587200,5340,103
סלע יעקב 5,Neve Hen,1972,06/7/1998,4,4,594378,5391,104
מעפילי אגוז 63,Neve Hen,1969,06/7/1998,4,3,469632,6775,65
סנפיר 3,Neve Hen,1984,30/6/1998,7,3,550050,6520,76
סלע יעקב 15,Neve Hen,1986,29/6/1998,3,3,560745,5756,76
מבוא וולקר יוסף 32,Neve Hen,1997,28/6/1998,1,6,440400,7255,200
שד ששת הימים 37,Neve Hen,1974,26/6/1998,2,3,495585,8152,70
שד ששת הימים 8,Neve Hen,1968,23/6/1998,4,3,437489,6608,65
רח כג 41,Neve Hen,1975,14/6/1998,2,4,1451102,5825,88
מעפילי אגוז 89,Neve Hen,1974,08/6/1998,4,3,570648,5734,70
דרך הטייסים 30,Neve Hen,1979,07/6/1998,3,3,429520,5521,76
מעפילי אגוז 43,Neve Hen,1983,03/6/1998,1,3,512680,7310,65
מעפילי אגוז 71,Neve Hen,1984,03/6/1998,1,3,401390,7686,72
אלנקוה 8,Neve Hen,1969,03/6/1998,4,3,419635,5772,67
מחל 71,Neve Hen,1969,03/6/1998,4,3,475150,6670,63
שד ששת הימים 33,Neve Hen,1978,27/5/1998,3,4,553415,5804,96
מעפילי אגוז 65,Neve Hen,1969,26/5/1998,2,3,386750,7890,60
דרך הטייסים 84,Neve Hen,1984,18/5/1998,3,3,420210,8726,61
"מח""ל 89",Neve Hen,1974,18/5/1998,8,3,557235,11087,62
דרך הטייסים 80,Neve Hen,1978,14/5/1998,4,3,399996,6402,72
דרך הטייסים 58,Neve Hen,1966,14/5/1998,3,3.5,473430,6023,80
מעפילי אגוז 69,Neve Hen,1969,12/5/1998,2,3,532295,7145,70
מעפילי אגוז 104,Neve Hen,1984,12/5/1998,5,3,687412,7444,75
מעפילי אגוז 25,Neve Hen,1988,10/5/1998,3,3,461000,8764,67
שדרות ששת הימים 32,Neve Hen,1974,04/5/1998,7,3,454854,8584,63
מחל 11,Neve Hen,1970,03/5/1998,2,2.5,481910,8672,52
מעפילי אגוז 86,Neve Hen,1992,27/4/1998,1,4,500175,7008,92
שיבולים 45,Ezra,1960,11/1/2021,3,2,680000,22666,30
אורים 20,Ezra,1960,11/1/2021,1,2,680000,22666,30
הבלונים 75,Ezra,2016,25/9/2020,10,4,2250000,22959,98
תל אביב יפו 8,Ezra,2016,25/9/2020,17,4,2250000,22959,98
תשרי 81,Ezra,1960,16/8/2019,6,2.5,1450000,29591,49
תשרי 65,Ezra,1960,16/8/2019,1,2.5,1450000,29591,49
הבלונים 75,Ezra,2016,17/8/2018,1,3,1950000,22941,85
רח 3922 24,Ezra,2016,17/8/2018,7,3,1950000,22941,85
עזרא,Ezra,2019,25/12/2017,4,3,2090000,26125,80
הבלונים 55,Ezra,2019,25/12/2017,9,3,2090000,26125,80
כסלו 21,Ezra,2017,06/12/2017,13,5,3085822,26374,117
עזרא,Ezra,2017,06/12/2017,5,5,3085822,26374,117
תשרי 62,Ezra,1955,21/11/2017,12,5,440000,4731,93
תשרי 68,Ezra,1955,21/11/2017,11,5,440000,4731,93
תשרי 66,Ezra,1950,13/4/2017,10,3,100000,1492,67
תשרי 68,Ezra,1950,13/4/2017,1,3,100000,1492,67
תשרי 68,Ezra,2016,13/4/2017,14,5,800000,22939,115
רח 3503 1,Ezra,2011,03/11/2016,1,3,2638000,23500,80
לחי 3,Ezra,2016,27/10/2016,2,3,1880000,24456,79
אב 1,Ezra,2016,26/10/2016,5,3,1932036,23546,80
רח 3503 1,Ezra,2016,13/10/2016,6,3,1883713,21154,88
רח 3503 1,Ezra,2016,13/9/2016,16,3,1861570,23143,80
אב,Ezra,2016,13/9/2016,14,3,1851516,22975,79
אב 1,Ezra,2016,18/7/2016,14,3,1815056,22803,79
אב 1,Ezra,2005,18/7/2016,5,8,1801452,14071,183
חירותנו 35,Ezra,2016,09/6/2016,4,5,2575000,20519,116
תל אביב יפו,Ezra,1995,31/5/2016,1,4,2380237,9890,91
חירותנו 19,Ezra,2016,26/5/2016,14,4,900000,21275,96
רח 3503 1,Ezra,2016,17/5/2016,15,4,2042436,21651,96
רח 3503 1,Ezra,2016,16/5/2016,16,4,2078569,21140,96
תל אביב יפו,Ezra,2016,24/3/2016,,3,2029499,24530,79
אב 63,Ezra,2015,18/1/2016,,3,1937906,24776,79
רח 3503 1,Ezra,2015,11/11/2015,,3,1957325,24341,79
שתולים,Ezra,2015,11/11/2015,,4,1922943,19610,96
תשרי 31,Ezra,2015,09/10/2015,,4,141166,21858,94
תשרי 31,Ezra,2018,09/10/2015,,4,165000,25647,96
תשרי 31,Ezra,2015,09/10/2015,,4,282333,19708,104
תשרי 31,Ezra,2015,09/10/2015,,4,82500,20235,104
תשרי 31,Ezra,2015,09/10/2015,,3,37500,25350,77
רח 3503 1,Ezra,2015,10/9/2015,16,4,2103000,20221,104
רח 3503 1,Ezra,2015,10/9/2015,15,4,2092000,20115,104
רח 3503 1,Ezra,2015,02/9/2015,10,5,2301261,20365,113
רח 3503 1,Ezra,2015,13/8/2015,14,5,2265278,19528,116
רח 3503 1,Ezra,2015,10/8/2015,8,4,1926000,20489,94
רח 3503 1,Ezra,2015,09/8/2015,11,5,2645796,20352,130
רח 3503 1,Ezra,2015,06/8/2015,10,4,2037000,19586,104
רח 3503 1,Ezra,2015,06/8/2015,14,4,2081000,20603,101
רח 3503 1,Ezra,2015,06/8/2015,8,4,1991000,21180,94
שתולים,Ezra,2016,06/8/2015,9,4,2002000,21073,95
רח 3503 1,Ezra,2015,04/8/2015,8,5,2164141,19496,111
תל אביב יפו 1,Ezra,2017,02/8/2015,4,4,1890558,19900,95
רח 3503 1,Ezra,2015,30/7/2015,3,4,1999000,21265,94
רח 3503 1,Ezra,2015,29/7/2015,17,5,2246734,19368,116
רח 3503 1,Ezra,2015,27/7/2015,12,3,1854360,24082,77
רח 3503 1,Ezra,2015,27/7/2015,15,3,1888000,24519,77
רח 3503 1,Ezra,2015,26/7/2015,3,5,2080000,17777,117
תל אביב יפו,Ezra,2015,26/7/2015,6,4,1904000,21155,90
תל אביב יפו 50,Ezra,2015,23/7/2015,13,4,2016255,20162,100
רח 3503 1,Ezra,2015,22/7/2015,1,3,1675744,19949,84
רח 3503 1,Ezra,2015,22/7/2015,11,4,1989884,31091,64
תל אביב יפו,Ezra,2015,22/7/2015,10,3,1796000,23946,75
תל אביב יפו,Ezra,2015,22/7/2015,4,3,1736781,23157,75
תל אביב יפו,Ezra,2015,22/7/2015,16,4,2076369,23070,90
לחי 38,Ezra,2010,22/7/2015,4,4,1700000,16190,105
אב,Ezra,2015,21/7/2015,7,4,1980000,19800,100
תל אביב יפו,Ezra,2015,19/7/2015,15,3,1842400,23927,77
רח 3503 1,Ezra,2015,16/7/2015,6,3,1757000,23426,75
רח 3503 1,Ezra,2015,15/7/2015,1,3,1653000,17585,94
רח 3503 1,Ezra,2015,14/7/2015,5,4,2307430,24035,96
רח 3503 1,Ezra,2015,14/7/2015,11,4,1864400,22195,84
רח 3503 1,Ezra,2015,14/7/2015,16,3,1807000,23467,77
רח 3503 1,Ezra,2015,14/7/2015,17,4,2093015,20125,104
רח 3503 1,Ezra,2015,12/7/2015,8,5,2246000,19362,116
רח 3503 1,Ezra,2015,08/7/2015,14,5,2142503,19301,111
רח 3503 1,Ezra,2015,06/7/2015,2,3,1887286,25163,75
שתולים 20,Ezra,2006,05/7/2015,15,4,1536000,17860,86
בית אל 33,Ezra,2015,02/7/2015,17,5,2158000,18603,116
רח 3503 1,Ezra,2015,01/6/2015,16,4,2005000,20050,100
עין גב 5,Ezra,2014,31/5/2015,16,5,2171000,16700,130
רח 3503 1,Ezra,2015,31/5/2015,1,4,1986620,19866,100
הבלונים 75,Ezra,2016,29/4/2015,4,3,1605000,21400,75
שתולים,Ezra,2017,27/4/2015,4,4,1770000,17700,100
שתולים,Ezra,2017,27/4/2015,17,4,1750000,17500,100
קרליבך 1,Ezra,2015,21/4/2015,5,5,2069000,16552,125
רח 3503 1,Ezra,2015,06/4/2015,5,4,1798000,20202,89
רח 3503 1,Ezra,2015,02/4/2015,15,5,2000000,18018,111
רח 3503 1,Ezra,2015,02/4/2015,10,5,2060000,16480,125
כסלו 21,Ezra,2015,02/4/2015,,5,2050000,15891,129
קרליבך 1,Ezra,2015,31/3/2015,9,5,2029000,18279,111
קרליבך 1,Ezra,2015,31/3/2015,2,4,1737300,17373,100
קרליבך 1,Ezra,2015,31/3/2015,5,5,2016150,18163,111
עזרא,Ezra,2014,24/3/2015,2,3,1589251,22703,70
רח 3503 1,Ezra,2015,09/3/2015,2,5,2018150,18181,111
רח 3503 1,Ezra,2014,04/3/2015,4,3,1214888,15985,76
רח 3503 1,Ezra,2015,24/2/2015,10,5,2120000,16307,130
אב 1,Ezra,2015,19/2/2015,15,4,1898998,18989,100
רח 3503 1,Ezra,2015,19/2/2015,4,3,1600588,21341,75
רח 3503 1,Ezra,2015,11/2/2015,4,4,1712238,17122,100
רח 3503 24,Ezra,2015,09/2/2015,6,4,1788000,22350,80
עזרא 3,Ezra,2016,05/2/2015,18,5,3157375,24287,130
הבלונים 75,Ezra,2017,01/2/2015,2,4,1737300,17373,100
לחי 38,Ezra,1970,01/2/2015,7,4,1665000,15136,110
שבלים 32,Ezra,1950,30/1/2015,5,2.5,830000,12769,65
עזרא,Ezra,2014,28/1/2015,4,4,1739300,17393,100
עזרא,Ezra,2014,28/1/2015,13,4,1746240,17462,100
עזרא,Ezra,2014,20/1/2015,4,5,2034064,16272,125
רח 3503 1,Ezra,2015,14/1/2015,5,4,1723775,17237,100
רח 3503 1,Ezra,2015,14/1/2015,2,3,1610738,21476,75
עזרא,Ezra,2014,11/1/2015,3,3,1214888,15985,76
עזרא 9,Ezra,2015,11/1/2015,16,3,1214888,15777,77
רח 3503 1,Ezra,2015,11/1/2015,5,5,2031259,16250,125
רח 3503 1,Ezra,2015,11/1/2015,15,3,1214888,15985,76
רח 3503 1,Ezra,2015,11/1/2015,2,5,2018835,16150,125
בית אל,Ezra,2016,09/1/2015,10,4,2185132,22072,99
רח 3503,Ezra,2014,09/1/2015,5,5,1920238,15361,125
רח 3503 1,Ezra,2015,09/1/2015,14,4,1712163,17121,100
עזרא,Ezra,2016,08/1/2015,6,5,2011859,17343,116
רח 3503,Ezra,2014,08/1/2015,12,4,1722313,17223,100
רח 3503,Ezra,2015,08/1/2015,6,1,1944598,17208,113
רח 3503,Ezra,2015,08/1/2015,17,4,1717238,17172,100
דרך מנחם בגין,Ezra,2016,08/1/2015,17,4,1913133,19131,100
רח'3503 1,Ezra,2014,08/1/2015,7,4,1828888,18662,98
רח 3503 1,Ezra,2015,08/1/2015,12,3,1636038,21813,75
רח 3503 1,Ezra,2015,08/1/2015,16,4,1855278,18552,100
דרך משה דיין 1,Ezra,2016,08/1/2015,2,4,2008016,20080,100
בית אל 33,Ezra,2016,08/1/2015,8,4,1671563,16884,99
רח 3503 1,Ezra,2014,08/1/2015,8,4,1803513,18035,100
רח 3503 1,Ezra,2015,08/1/2015,2,3,1605588,20851,77
רח 3503 1,Ezra,2015,08/1/2015,11,4,1661413,16614,100
רח 3503,Ezra,2015,08/1/2015,12,4,1794378,18888,95
רח 3503,Ezra,2015,08/1/2015,6,4,1867458,18674,100
רח 3503,Ezra,2014,08/1/2015,6,4,1702013,17020,100
רח 3503,Ezra,2015,08/1/2015,8,4,1712163,17121,100
רח 3503,Ezra,2015,08/1/2015,11,4,1724343,17243,100
דרך משה דיין 1,Ezra,2015,07/1/2015,3,4,1784905,18029,99
רח 3503 1,Ezra,2014,07/1/2015,5,3,1627309,18922,86
עזרא,Ezra,2018,07/1/2015,7,4,1702013,17020,100
רח 3503 1,Ezra,2015,06/1/2015,,4,1747688,18592,94
רח 3503 1,Ezra,2014,06/1/2015,8,4,1757838,18503,95
רח 3503 1,Ezra,2014,06/1/2015,6,3,1625888,21678,75
עזרא,Ezra,2014,06/1/2015,4,5,1919815,17295,111
רח 3503 1,Ezra,2015,06/1/2015,7,3,1667817,19393,86
האלומה 1,Ezra,2016,06/1/2015,16,5,2090494,17716,118
דרך משה דיין 1,Ezra,2016,05/1/2015,15,4,1909000,19479,98
רח 3503 1,Ezra,2015,05/1/2015,3,4,1691863,17998,94
רח 3503 1,Ezra,2015,05/1/2015,2,3,1585288,18433,86
רח 3503 1,Ezra,2015,05/1/2015,3,4,1681713,17890,94
רח 3503 1,Ezra,2015,04/1/2015,3,4,1707088,17070,100
דרך משה דיין 1,Ezra,2016,04/1/2015,10,4,1830986,18494,99
רח 3503 1,Ezra,2014,04/1/2015,17,5,2005498,16043,125
רח 3503 1,Ezra,2015,04/1/2015,2,4,1681713,16817,100
רח 3503 1,Ezra,2015,04/1/2015,14,5,1968958,15751,125
רח 3503 1,Ezra,2015,04/1/2015,9,5,1826013,14608,125
רח 3503 1,Ezra,2015,04/1/2015,10,3,1600513,20785,77
רח 3503 1,Ezra,2015,01/1/2015,3,4,1686788,17944,94
רח 3503 1,Ezra,2015,01/1/2015,1,4,1850000,18500,100
רח 3503 1,Ezra,2015,01/1/2015,12,3,1624873,22567,72
רח 3503 1,Ezra,2014,01/1/2015,13,4,1878826,18788,100
