address,area,buildYear,date,floor,numOfRooms,price,pricePerMeter,size
האסיף 28,שפירא,1950,10/10/1999,None,4,"470,481","6,624",110
שיבת ציון 45,שפירא,1950,10/10/1999,None,2.5,"468,600","11,114",47
שיבת ציון 45,שפירא,1950,10/10/1999,None,1.5,"426,100","4,538",37
האסיף 11,שפירא,1945,07/10/1999,None,2,"426,100","6,152",50
האסיף 11,שפירא,1950,07/10/1999,None,2,"374,616","9,416",53
פרי עץ חיים 19,שפירא,1945,06/10/1999,None,2,"276,705","8,075",60
כרם חמד 20,שפירא,1952,06/10/1999,None,2,"853,000","12,062",42
הקונגרס 36,שפירא,1930,05/10/1999,None,1.5,"697,150","7,031",1
לבנדה 20,שפירא,1930,05/10/1999,None,2,"697,160",None,51
"הראב""ע 3",שפירא,None,01/10/1999,None,None,"697,150",None,None
רלב''ג 28,שפירא,None,29/9/1999,None,None,"697,150",None,None
רלב''ג 28,שפירא,None,29/9/1999,None,None,"529,374",None,None
רלב''ג 28,שפירא,None,29/9/1999,None,None,"529,374",None,None
רלב''ג 28,שפירא,None,29/9/1999,None,None,"346,860",None,None
אביטל 19,התקווה,1960,05/6/2008,1,2,"374,246","7,484",50
בית חדש 2,שפירא,None,15/9/1999,None,None,"346,860",None,None
סמטת חכמי ישראל 13,שפירא,None,15/9/1999,None,None,"346,860",None,None
שדרות חכמי ישראל 114,שפירא,None,08/9/1999,None,None,"728,748",None,None
שדרות חכמי ישראל 114,שפירא,None,08/9/1999,None,None,"389,240",None,None
בית חדש 5,שפירא,None,08/9/1999,None,None,"161,407",None,None
מסילת ישרים 64,שפירא,None,29/8/1999,None,None,"522,375",None,None
שמחה 9,התקווה,1955,05/6/2008,1,2,"53,143","4,200",50
שמחה 9,התקווה,1955,05/6/2008,3,1,"374,246","7,500",32
חנוך 58,התקווה,1996,03/6/2008,1,3,"210,000","5,180",75
חנוך 58,התקווה,1946,03/6/2008,2,2.5,"240,000","2,500",60
רצון 11,התקווה,1950,03/6/2008,2,2,"240,000","5,970",50
רצון 11,התקווה,1950,03/6/2008,1,2.5,"210,000","5,777",45
רצון 11,התקווה,1998,27/5/2008,3,6,"150,000","6,290",150
רצון 11,התקווה,1970,27/5/2008,2,3,"150,000","5,800",75
דרך שלמה 171,שפירא,None,19/8/1999,None,None,"167,920",None,None
חובות הלבבות 63,שפירא,None,17/8/1999,None,None,"307,618",None,None
לסקר 12,שפירא,None,13/8/1999,None,None,"499,080",None,None
רבי ישראל מסלנט 36,שפירא,None,09/8/1999,None,None,"453,420",None,None
בית גוברין 17,שפירא,None,03/8/1999,None,None,"484,508",None,None
גולומב אליהו 25,שפירא,None,31/7/1999,None,None,"506,606",None,None
חיוג' 9,שפירא,None,27/7/1999,None,None,"506,606",None,None
דרך שלמה 70,שפירא,None,25/7/1999,None,None,"371,272",None,None
שדרות חכמי לובלין 27,שפירא,None,19/7/1999,None,None,"371,272",None,None
אביאסף 32,התקווה,1982,27/5/2008,4,3,"388,500","7,866",75
המכבש 90,התקווה,2005,27/5/2008,1,3,"150,000","7,380",100
המכבש 72,התקווה,1950,25/5/2008,2,3,"298,500","1,228",70
"אצ""ל 18",התקווה,1941,21/5/2008,3,3,"260,000",774,76
אביאסף 32,התקווה,1968,15/5/2008,2,3,"943,500","5,714",70
חכמי אתונה 73,שפירא,None,19/7/1999,None,None,"311,296",None,None
מקור חיים 36,שפירא,None,15/7/1999,None,None,"311,296",None,None
מקור חיים 36,שפירא,None,15/7/1999,None,None,"358,600",None,None
שיפר 11,שפירא,None,11/7/1999,None,None,"574,000",None,None
חכמי אתונה 39,שפירא,None,11/7/1999,None,None,None,None,None
בעל העקידה 78,שפירא,None,02/7/1999,None,None,None,None,None
שדרות הר ציון 77,שפירא,None,28/6/1999,None,None,None,None,None
"אצ""ל 4",התקווה,1950,14/5/2008,1,4,"435,000","5,950",100
דרך דיין משה 29,התקווה,1951,07/5/2008,2,2,"590,000","11,911",34
"אצ""ל 42",התקווה,1930,05/5/2008,1,3,"738,000","2,642",70
אביטל 19,התקווה,1960,04/5/2008,2,2.5,"86,000","9,897",49
אחיעזר 3,התקווה,1950,29/4/2008,2,1.5,"530,522","6,142",35
אחיעזר 3,התקווה,1970,29/4/2008,1,2,"530,522","8,571",35
דרך משה דיין 27,התקווה,1970,29/4/2008,1,2,"58,888","12,284",50
תדהר דוד 37,התקווה,2000,27/4/2008,1,4,"400,000","7,000",100
אביטל 16,התקווה,1986,17/4/2008,None,4,"595,081","6,422",109
"אצ""ל 30",התקווה,1950,16/4/2008,None,1,"405,000","1,494",12
"אצ""ל 22",התקווה,1960,15/4/2008,None,1.5,"185,000","4,755",38
שמחה 10,התקווה,1996,15/4/2008,None,3,"185,000","10,937",64
דרך דיין משה 17,התקווה,1951,13/4/2008,None,3,"485,000",644,59
גואל 39,התקווה,1945,11/4/2008,None,1.5,"215,000","5,103",29
"אצ""ל 58",התקווה,1945,10/4/2008,None,1,"300,000","4,375",24
בועז 35,התקווה,1945,10/4/2008,None,1,"614,210","6,166",30
"אצ""ל 30",התקווה,1945,09/4/2008,None,3,"700,000","7,700",60
אחימעץ 14,התקווה,1950,09/4/2008,None,6,"700,000","1,190",120
צלפחד 4,התקווה,1935,07/4/2008,None,3,"123,000","7,500",80
צלפחד 4,התקווה,1950,07/4/2008,None,1.5,"17,937","10,344",29
"אצ""ל 4",התקווה,None,07/4/2008,None,None,"17,937",None,None
צלפחד 4,התקווה,None,07/4/2008,None,None,"180,700",None,None
אחימעץ 22,התקווה,None,06/4/2008,None,None,"700,000",None,None
פלוגות 14,התקווה,None,31/3/2008,None,None,"38,000",None,None
המכבש 10,התקווה,None,30/3/2008,None,None,"38,000",None,None
רצון 11,התקווה,None,30/3/2008,None,None,"148,000",None,None
"אצ""ל 16",התקווה,None,28/3/2008,None,None,"105,000",None,None
"אצ""ל 16",התקווה,None,28/3/2008,None,None,"185,000",None,None
"אצ""ל 16",התקווה,None,28/3/2008,None,None,"462,000",None,None
קמואל 16,התקווה,None,28/3/2008,None,None,"112,488",None,None
רשף 8,התקווה,None,26/3/2008,None,None,"142,857",None,None
אביאסף 38,התקווה,None,25/3/2008,None,None,"142,857",None,None
שבתאי 38,התקווה,None,25/3/2008,None,None,"600,000",None,None
"אצ""ל 41",התקווה,None,16/3/2008,None,None,"300,000",None,None
אביטל 39,התקווה,None,11/3/2008,None,None,None,None,None
שדרות חכמי ישראל 88,שפירא,1930,20/12/1998,1,3,"524,624","8,267",60
שדרות חכמי ישראל 88,שפירא,1948,20/12/1998,1,2,"524,624",763,43
שיפר 11,שפירא,1998,09/12/1998,2,4,"491,116","6,603",122
שיפר 11,שפירא,1974,09/12/1998,3,3.5,"496,077","4,916",77
שיפר 11,שפירא,1930,09/12/1998,1,2,"496,077","11,415",42
חכמי אתונה 70,שפירא,1950,09/12/1998,2,2,"32,820","5,235",46
העמל 15,שפירא,1960,03/12/1998,1,2,"805,612","11,853",31
סמ עובד 53,שפירא,1960,01/12/1998,1,3,"805,612","7,748",53
סמטת עובד 22,שפירא,1951,01/12/1998,5,3,"378,540","8,863",60
חכמי אתונה 67,שפירא,1970,29/11/1998,2,3,"396,055","7,333",60
דרך שלמה 102,שפירא,1951,24/11/1998,4,3,"479,435","5,468",64
מימון שלמה 14,שפירא,1969,24/11/1998,2,2,"415,900","6,627",55
בן אשר 19,שפירא,1951,19/11/1998,2,2,"240,816","7,477",58
בעל העקידה 56,שפירא,1950,17/11/1998,3,2,"180,722","6,223",45
שדרות חכמי ישראל 88,שפירא,1952,15/11/1998,2,2,"1,122,512","10,400",37
חובות הלבבות 47,שפירא,1944,10/11/1998,1,2,"1,122,753","3,459",58
חובות הלבבות 47,שפירא,1944,10/11/1998,2,1,"1,122,753","4,562",56
חובות הלבבות 47,שפירא,1944,10/11/1998,1,2,"367,455","2,557",20
בית חדש 1,שפירא,1935,08/11/1998,None,5,"410,685","6,226",50
בית חדש 21,שפירא,1939,06/11/1998,None,2,"305,016","3,706",212
דרך קיבוץ גלויות 87,שפירא,1944,03/11/1998,None,2,"531,782","3,916",56
טורי זהב 31,שפירא,1944,01/11/1998,None,None,"531,780","5,117",50
קרשקש 18,שפירא,None,01/11/1998,None,None,"440,000",None,None
ישראל מסלנט 24,שפירא,None,27/10/1998,None,None,"440,000",None,None
השילוח 26,שפירא,None,27/10/1998,None,None,"273,064",None,None
הראב''ע 29,שפירא,None,15/10/1998,None,None,"368,640",None,None
בן אשר 19,שפירא,None,07/10/1998,None,None,"601,650",None,None
השילוח 6,שפירא,None,06/10/1998,None,None,"350,000",None,None
מאור הגולה 4,שפירא,None,16/9/1998,None,None,"364,515",None,None
כוכבי יצחק 5,שפירא,None,14/9/1998,None,None,"433,694",None,None
חכמי אתונה 6,שפירא,None,03/9/1998,None,None,"28,036",None,None
שוקן 6,שפירא,None,02/9/1998,None,None,"280,036",None,None
שוקן 2,שפירא,None,02/9/1998,None,None,"384,805",None,None
שיפר 20,שפירא,None,26/8/1998,None,None,"384,809",None,None
חכמי אתונה 4,שפירא,None,26/8/1998,None,None,"2,098,028",None,None
אריה דה מודינה 16,שפירא,None,25/8/1998,None,None,"365,100",None,None
קרשקש 18,שפירא,None,06/8/1998,None,None,"365,100",None,None
קרשקש 18,שפירא,None,06/8/1998,None,None,"200,640",None,None
"הראב""ע 25",שפירא,None,05/8/1998,None,None,"255,500",None,None
חזקיהו המלך 44,שפירא,None,04/8/1998,None,None,"51,150",None,None
הראב''ע 29,שפירא,None,04/8/1998,None,None,"51,150",None,None
"הראב""ע 25",שפירא,None,04/8/1998,None,None,"311,324",None,None
"הראב""ע 25",שפירא,None,03/8/1998,None,None,"311,324",None,None
המכבש 58,התקווה,1950,27/12/2007,1,6,"680,000","5,666",120
הראב''ע 29,שפירא,None,03/8/1998,None,None,"312,225",None,None
הראב''ע 29,שפירא,None,03/8/1998,None,None,"785,825",None,None
חובות הלבבות 36,שפירא,None,29/7/1998,None,None,"219,300",None,None
"הראב""ע 25",שפירא,None,29/7/1998,None,None,"255,850",None,None
"הראב""ע 25",שפירא,None,29/7/1998,None,None,"408,402",None,None
אריה דה מודינה 9,שפירא,None,29/7/1998,None,None,None,None,None
קמואל 88,התקווה,1945,27/12/2007,2,12,"64,628",464,200
"אצ""ל 42",התקווה,1999,27/12/2007,4,4,"92,977","8,157",76
איתיאל 1,התקווה,1950,26/12/2007,1,1,"620,000","4,433",29
"אצ""ל 43",התקווה,1960,25/12/2007,1,1,"128,571","3,666",30
רוני 11,התקווה,1970,25/12/2007,1,3,"221,143","10,389",77
רוני 11,התקווה,1950,25/12/2007,1,1,"138,858","8,173",26
רוני 11,התקווה,1950,25/12/2007,2,3,"282,857","3,269",65
רוני 11,התקווה,1950,25/12/2007,1,1,"128,571","6,640",32
המכבש 14,התקווה,1950,05/12/2007,2,2,"110,000","13,181",22
רצון 11,התקווה,1970,05/12/2007,2,1,"110,000","15,916",12
עזאי 1,התקווה,1960,05/12/2007,1,3,"800,000","7,064",70
אחיעזר 12,התקווה,1970,04/12/2007,1,3,"212,500","4,986",60
רשף 8,התקווה,1994,04/12/2007,1,2,"212,500","6,934",40
אחיעזר 12,התקווה,1970,04/12/2007,2,2,"212,500","5,880",50
אחיעזר 12,התקווה,1960,04/12/2007,1,1.5,"212,500","6,348",35
"אצ""ל 20",התקווה,1996,04/12/2007,2,4,"290,000","10,000",74
"אצ""ל 14",התקווה,1970,29/11/2007,2,6,"191,000","4,324",100
אביאסף 19,התקווה,1950,29/11/2007,None,2,"494,500","3,800",50
סמטת כביר 13,התקווה,1950,23/11/2007,None,2,"299,161","8,403",50
גואל 13,התקווה,1947,23/11/2007,None,2,"299,169","6,899",50
אחיעזר 18,התקווה,1945,22/11/2007,None,1.5,"277,380","6,332",30
אביטל 19,התקווה,1950,21/11/2007,None,2,"294,000","9,750",32
"אצ""ל 25",התקווה,1941,20/11/2007,None,2,"222,186","3,513",60
מצובה 8,התקווה,1950,19/11/2007,None,2,"740,000","7,241",58
שבתאי 15,התקווה,1940,14/11/2007,None,1,"432,410","7,560",25
"אצ""ל 3",התקווה,1940,14/11/2007,None,1,"432,410","6,300",30
המכבש 72,התקווה,1960,12/11/2007,None,2,"190,000","3,840",50
"אצ""ל 23",התקווה,1970,08/11/2007,None,6,"420,189","4,960",130
שמחה 9,התקווה,1950,07/11/2007,None,2,"344,960","4,325",40
אביטל 67,התקווה,1960,07/11/2007,None,1.5,"344,960","7,430",26
המכבש 8,התקווה,1950,05/11/2007,None,5,"189,984","4,966",150
אחיעזר 25,התקווה,1950,04/11/2007,None,2,"312,000","1,395",60
"אצ""ל 12",התקווה,1970,30/10/2007,None,1.5,"210,835","4,533",40
"אצ""ל 3",התקווה,1950,30/10/2007,None,2,"420,000","3,800",50
אביטל 35,התקווה,None,29/10/2007,None,None,"189,000",None,None
אביטל 36,התקווה,None,29/10/2007,None,None,"189,000",None,None
המכבש 10,התקווה,None,29/10/2007,None,None,"192,000",None,None
רצון 11,התקווה,None,25/10/2007,None,None,"80,600",None,None
המכבש 10,התקווה,None,25/10/2007,None,None,"644,800",None,None
"אצ""ל 18",התקווה,None,24/10/2007,None,None,"173,000",None,None
אחיעזר 15,התקווה,None,23/10/2007,None,None,"193,200",None,None
אחיעזר 9,התקווה,None,23/10/2007,None,None,"745,000",None,None
"אצ""ל 74",התקווה,None,21/10/2007,None,None,"83,750",None,None
המכבש 33,התקווה,None,21/10/2007,None,None,"181,350",None,None
צלפחד 5,התקווה,None,21/10/2007,None,None,"251,250",None,None
"אצ""ל 14",התקווה,None,14/10/2007,None,None,"190,000",None,None
המכבש 61,התקווה,1960,08/3/2007,2,1.5,"182,126","6,070",30
רשף 8,התקווה,1940,07/3/2007,1,1,"102,000","4,080",25
אחיעזר 22,התקווה,1999,07/3/2007,1,4,"102,000","5,798",75
"אצ""ל 55",התקווה,1986,06/3/2007,1,3,"434,868","5,612",60
אחיעזר 18,התקווה,1950,05/3/2007,1,1.5,"336,720","3,428",35
רשף 8,התקווה,1948,28/2/2007,2,3,"91,433","1,523",60
רשף 8,התקווה,1970,28/2/2007,2,3,"45,717","8,053",78
המכבש 57,התקווה,1997,28/2/2007,1,4,"120,000","7,145",100
אחיעזר 25,התקווה,2007,28/2/2007,2,4,"91,433","7,174",100
רשפים 14,התקווה,1950,21/2/2007,2,1,"628,200","1,695",50
רשפים 7,התקווה,1995,21/2/2007,1,5,"628,200","6,157",76
נטעים 17,התקווה,1950,18/2/2007,5,2,"714,510","5,373",45
נטעים 19,התקווה,1950,15/2/2007,1,9,"717,400","1,022",200
"אצ""ל 62",התקווה,1950,12/2/2007,1,1,"84,760","6,521",23
"אצ""ל 42",התקווה,2007,05/2/2007,1,4,"467,940","6,589",109
חנוך 58,התקווה,1950,01/2/2007,2,1,"241,794","6,050",19
תשבי 10,התקווה,1950,31/1/2007,2,1.5,"204,480","2,514",30
"אצ""ל 12",התקווה,1950,31/1/2007,1,1,"204,480","3,142",24
אביטל 49,התקווה,1945,31/1/2007,2,1.5,"150,000","2,600",29
נטעים 23,התקווה,1950,25/1/2007,3,2.5,"718,250","1,257",60
"אצ""ל 51",התקווה,1975,22/1/2007,None,3,"114,967","7,263",56
"אצ""ל 16",התקווה,1960,10/1/2007,None,4,"75,420","2,309",100
"אצ""ל 16",התקווה,1940,10/1/2007,None,3,"75,420","8,644",74
"אצ""ל 16",התקווה,1970,10/1/2007,None,3,"75,420","8,271",65
"אצ""ל 16",התקווה,1970,10/1/2007,None,1,"75,420","2,800",30
קמואל 88,התקווה,1936,10/1/2007,None,5,"18,855","4,930",92
קמואל 88,התקווה,1901,10/1/2007,None,2,"75,420","7,289",56
עבאס 11,התקווה,1949,05/1/2007,None,2,"714,337","5,610",40
הרטוב 13,התקווה,1997,27/12/2006,None,4,"406,746","6,285",100
דרך דיין משה 21,התקווה,1935,27/12/2006,None,1.5,"406,746","8,592",35
דרך דיין משה 29,התקווה,1970,24/12/2006,None,5,"230,961","6,160",129
נטעים 17,התקווה,1997,21/12/2006,None,4,"639,693","7,413",87
קמואל 88,התקווה,1982,20/12/2006,None,4.5,"11,112","7,114",100
"אצ""ל 6",התקווה,1940,18/12/2006,None,1.5,"537,650","2,297",50
רוני 11,התקווה,1995,18/12/2006,None,4,"537,650","6,308",89
"אצ""ל 15",התקווה,None,07/12/2006,None,None,"84,000",None,None
"אצ""ל 37",התקווה,None,07/12/2006,None,None,"453,600",None,None
"אצ""ל 19",התקווה,None,05/12/2006,None,None,"408,195",None,None
"אצ""ל 30",התקווה,None,03/12/2006,None,None,"224,402",None,None
נטעים 19,התקווה,None,30/11/2006,None,None,"628,556",None,None
התקוה 9,התקווה,None,26/11/2006,None,None,"300,720",None,None
הרטוב 22,התקווה,None,26/11/2006,None,None,"794,760",None,None
איתיאל 40,התקווה,None,26/11/2006,None,None,"794,760",None,None
נטעים 21,התקווה,None,26/11/2006,None,None,"645,000",None,None
נטעים 29,התקווה,None,21/11/2006,None,None,"711,480",None,None
"אצ""ל 3",התקווה,None,19/11/2006,None,None,"114,880",None,None
שלמון 9,התקווה,None,19/11/2006,None,None,"114,880",None,None
איתיאל 42,התקווה,None,16/11/2006,None,None,"561,470",None,None
חנוך 3,התקווה,1960,27/7/2006,1,2,"389,345","13,609",20
פלוגות 14,התקווה,1960,25/7/2006,2,3,"758,540","5,856",80
המכבש 105,התקווה,1997,24/7/2006,2,4,"272,182","80,028",10
התקוה 32,התקווה,1960,24/7/2006,1,2.5,"468,510","5,593",59
נטעים 17,התקווה,1960,20/7/2006,2,2,"800,280","4,818",70
ברכיה 7,התקווה,1970,16/7/2006,1,2,"330,033","5,320",50
עוזר 7,התקווה,1984,12/7/2006,1,1.5,"337,321","3,334",25
"אצ""ל 2",התקווה,1950,12/7/2006,3,1,"337,321","3,666",30
עוזר 7,התקווה,1997,12/7/2006,1,4,"338,337","66,600",10
"אצ""ל 30",התקווה,1960,12/7/2006,2,2,"266,040","3,482",45
המכבש 8,התקווה,1901,11/7/2006,1,3,"83,353","66,094",65
פנואל 11,התקווה,1950,07/7/2006,2,4,"110,000","1,283",85
נטעים 17,התקווה,1970,02/7/2006,3,2,"666,000","7,340",36
המכבש 53,התקווה,1997,29/6/2006,1,3,"156,695","11,169",60
"אצ""ל 8",התקווה,1960,27/6/2006,1,2.5,"4,296,160","5,615",50
המכבש 11,התקווה,1960,29/5/2006,1,1.5,"109,064","3,593",30
אביטל 9,התקווה,1965,29/5/2006,1,3,"264,264","9,625",63
נטעים 19,התקווה,1950,24/5/2006,1,3,"670,180","5,605",70
הרותם 2,התקווה,2004,23/5/2006,None,3,"280,750","5,955",68
דוד תדהר 23,התקווה,2001,23/5/2006,None,3,"280,750","7,861",75
פ''ד 14,התקווה,1950,23/5/2006,None,1.5,"107,808","7,084",25
אחימעץ 7,התקווה,2002,23/5/2006,None,8,"107,808","1,464",210
פ''ד 14,התקווה,2005,23/5/2006,None,8,"108,677","2,181",210
איתיאל 5,התקווה,2005,21/5/2006,None,3,"606,424","7,249",90
המכבש 53,התקווה,1960,15/5/2006,None,3,"392,350","3,656",70
שבתאי 38,התקווה,1940,15/5/2006,None,2,"103,365","4,974",41
"אצ""ל 42",התקווה,1959,10/5/2006,None,3,"405,000","4,157",75
האקליפטוס 5,התקווה,1950,08/5/2006,None,1,"589,589","5,113",30
גואל 21,התקווה,1950,02/5/2006,None,1,"177,118","5,133",30
אביאסף 65,התקווה,1946,01/5/2006,None,1,"307,536","4,227",32
אביאסף 65,התקווה,1950,01/5/2006,None,2,"458,032","1,074",40
נטעים 21,התקווה,2005,30/4/2006,None,4,"652,485","7,336",100
המכבש 16,התקווה,1966,30/4/2006,None,2,"255,930","4,029",58
התקוה 23,התקווה,2005,27/4/2006,None,4,"203,940","7,275",100
ברכיה 30,התקווה,1950,24/4/2006,None,3,"311,815","10,554",50
רשף 8,התקווה,None,22/4/2006,None,None,"395,824",None,None
אחיעזר 40,התקווה,None,22/4/2006,None,None,"153,400",None,None
רשף 8,התקווה,None,22/4/2006,None,None,"273,660",None,None
התקוה 15,התקווה,None,07/4/2006,None,None,"154,000",None,None
אביטל 19,התקווה,None,02/4/2006,None,None,"135,285",None,None
מבשר 5,התקווה,None,23/3/2006,None,None,"42,973",None,None
"אצ""ל 10",התקווה,None,23/3/2006,None,None,"42,973",None,None
נטעים 21,התקווה,None,20/3/2006,None,None,"733,635",None,None
דוד תדהר 27,התקווה,None,19/3/2006,None,None,"233,732",None,None
גואל 2,התקווה,None,19/3/2006,None,None,"233,732",None,None
נטעים 21,התקווה,None,16/3/2006,None,None,"727,570",None,None
בועז 7,התקווה,None,12/3/2006,None,None,"527,744",None,None
עבאס 11,התקווה,1950,07/3/2005,1,1.5,"142,923","2,929",108
בועז 37,התקווה,1960,03/3/2005,1,2.5,"316,382","6,984",44
"אצ""ל 49",התקווה,1945,03/3/2005,1,2,"307,300",495,35
גואל 8,התקווה,1960,02/3/2005,1,2.5,"17,336","6,709",50
סמטת כביר 13,התקווה,1950,02/3/2005,1,1,"27,304","3,828",50
שמחה 9,התקווה,2003,28/2/2005,1,4,"112,732","7,336",100
שמחה 9,התקווה,1960,28/2/2005,1,5,"84,550","5,088",147
"אצ""ל 34",התקווה,1960,28/2/2005,1,1,"335,489","6,071",28
המכבש 80,התקווה,1997,27/2/2005,1,3,"191,400","8,225",80
נתן 30,התקווה,1960,24/2/2005,1,2,"453,582","3,940",50
נטעים 19,התקווה,1950,21/2/2005,2,1.5,"733,656","5,322",30
גואל 3,התקווה,1960,20/2/2005,1,1.5,"748,000","4,102",85
"אצ""ל 19",התקווה,1970,13/2/2005,2,2,"170,000","2,981",32
נטעים 19,התקווה,1970,08/2/2005,1,2.5,"658,050","1,703",56
הרותם 23,התקווה,1997,06/2/2005,1,3,"197,000","7,642",80
רזי 3,התקווה,1950,01/2/2005,1,2,"90,000","5,974",27
"אצ""ל 14",התקווה,1950,27/1/2005,1,2,"159,681","3,504",45
המכבש 1,התקווה,1950,25/1/2005,None,1,"348,706","7,893",20
חנוך 8,התקווה,1945,24/1/2005,None,2,"95,418","1,622",40
רצון 11,התקווה,1950,24/1/2005,None,1.5,"95,416","5,705",35
חנוך 8,התקווה,1950,24/1/2005,None,1.5,"95,418","6,571",35
האגמון 5,התקווה,1955,23/1/2005,None,2,"240,350","3,788",40
רצון 11,התקווה,1950,18/1/2005,None,4,"184,000","6,510",75
מצובה 8,התקווה,1955,16/1/2005,None,2.5,"611,380","4,976",37
"אצ""ל 97",התקווה,1960,12/1/2005,None,1,"161,320","1,500",30
עזאי 49,התקווה,1960,09/1/2005,None,3,"157,700","4,746",84
התקוה 51,התקווה,1970,08/1/2005,None,2,"157,860","4,917",50
רשפים 14,התקווה,1970,30/12/2004,None,4,"4,040,000","7,258",89
חנוך 3,התקווה,1970,27/12/2004,None,2.5,"129,600","6,208",65
בלשן 18,התקווה,None,27/12/2004,None,None,"64,900",None,None
חנוך 3,התקווה,None,27/12/2004,None,None,"64,900",None,None
אחיעזר 15,התקווה,None,22/12/2004,None,None,"199,690",None,None
התקוה 37,התקווה,None,22/12/2004,None,None,"230,000",None,None
חנוך 58,התקווה,None,22/12/2004,None,None,"151,550",None,None
בלשן 14,התקווה,None,21/12/2004,None,None,"488,250",None,None
חנוך 3,התקווה,None,21/12/2004,None,None,"488,250",None,None
שלמון 9,התקווה,None,29/11/2004,None,None,"218,500",None,None
אחיעזר 1,התקווה,None,16/11/2004,None,None,"184,128",None,None
אחיעזר 15,התקווה,None,01/11/2004,None,None,"45,000",None,None
יורם 5,התקווה,None,25/10/2004,None,None,"398,700",None,None
ברכיה 8,התקווה,None,19/10/2004,None,None,"245,850",None,None
אחימעץ 36,התקווה,None,04/10/2004,None,None,"645,975",None,None
אחימעץ 44,התקווה,None,04/10/2004,None,None,"645,975",None,None
הרטוב 4,התקווה,None,23/9/2004,None,None,"403,560",None,None
פלוגות 14,התקווה,None,14/9/2004,None,None,"615,313",None,None
רצון 11,התקווה,None,14/9/2004,None,None,"344,883",None,None
סמטת כביר 13,התקווה,None,08/9/2004,None,None,"144,128",None,None
"אצ""ל 28",התקווה,1955,17/9/2003,3,3,"313,530","4,823",65
התקוה 2,התקווה,1997,01/9/2003,2,3,"364,420","5,606",65
בלשן 27,התקווה,1950,27/8/2003,1,2,"89,440","2,630",34
שבתאי 38,התקווה,1955,26/8/2003,1,2,"268,260","7,307",38
שבתאי 38,התקווה,1999,26/8/2003,1,4,"152,014","1,162",100
"אצ""ל 4",התקווה,1950,26/8/2003,2,3,"277,698","7,500",30
אביאסף 65,התקווה,1970,26/8/2003,4,1,"116,246","3,571",56
חנוך 10,התקווה,1950,26/8/2003,2,2,"225,000","4,621",50
רשף 8,התקווה,1950,13/8/2003,1,1.5,"200,000","3,694",18
אחיעזר 21,התקווה,1956,13/8/2003,2,2,"200,000","13,299",60
חנוך 19,התקווה,1950,12/8/2003,2,2,"231,088","4,870",55
"אצ""ל 33",התקווה,1970,07/8/2003,2,3,"66,495","7,851",44
פלוגות 21,התקווה,1950,07/8/2003,7,2,"797,940","3,777",45
המכבש 85,התקווה,1993,04/8/2003,4,2,"267,900","7,896",40
אחיעזר 9,התקווה,1970,31/7/2003,1,3,"345,462","6,529",95
"אצ""ל 3",התקווה,1950,31/7/2003,1,2,"170,000","5,216",50
רשף 8,התקווה,1950,28/7/2003,3,1.5,"34,571","15,411",72
אחיעזר 18,התקווה,1950,24/7/2003,4,3,"315,864","2,901",74
אחיעזר 10,התקווה,1950,21/7/2003,None,1,"620,340","5,716",40
ברכיה 25,התקווה,1960,09/7/2003,None,3,"260,820","5,425",30
האקליפטוס 20,התקווה,1960,09/7/2003,None,3,"23,093","4,708",60
האקליפטוס 20,התקווה,1970,09/7/2003,None,1,"53,578","6,111",65
בלשן 16,התקווה,1970,09/7/2003,None,2.5,"1,109,594","3,325",200
האקליפטוס 20,התקווה,1960,09/7/2003,None,2,"1,109,594","6,281",30
האקליפטוס 20,התקווה,1971,09/7/2003,None,2,"23,093","6,862",56
"אצ""ל 53",התקווה,1950,03/7/2003,None,3,"214,700",518,180
ברכיה 10,התקווה,1950,01/7/2003,None,1,"228,642","7,386",60
איתיאל 47,התקווה,1950,23/6/2003,None,None,"378,915","4,323",40
גואל 21,התקווה,1970,15/6/2003,None,None,"162,763","7,886",54
ברכיה 1,התקווה,1950,11/6/2003,None,None,"282,496","5,906",45
דרך משה דיין 29,התקווה,1950,10/6/2003,None,None,"397,260","7,569",40
פלוגות 14,התקווה,1978,09/6/2003,None,None,"788,500","5,400",69
חנוך 24,התקווה,1950,08/6/2003,None,None,"665,100","20,468",24
אביטל 67,התקווה,None,08/6/2003,None,None,"188,445",None,None
דרך דיין משה 17,התקווה,None,01/6/2003,None,None,"384,284",None,None
רשף 8,התקווה,None,28/5/2003,None,None,"177,720",None,None
רשף 8,התקווה,None,28/5/2003,None,None,"93,303",None,None
אחיעזר 11,התקווה,None,28/5/2003,None,None,"93,303",None,None
"אצ""ל 6",התקווה,None,27/5/2003,None,None,"443,200",None,None
"אצ""ל 3",התקווה,None,22/5/2003,None,None,"172,938",None,None
דרך דיין משה 17,התקווה,None,30/4/2003,None,None,"425,850",None,None
הרטוב 13,התקווה,None,30/4/2003,None,None,"425,850",None,None
ברכיה 60,התקווה,None,28/4/2003,None,None,"265,800",None,None
נתן 53,התקווה,None,21/4/2003,None,None,"302,770",None,None
תדהר דוד 35,התקווה,None,11/4/2003,None,None,"372,640",None,None
מבשר 35,התקווה,None,11/4/2003,None,None,"491,245",None,None
רצון 11,התקווה,1950,12/6/2002,1,1.5,"93,075","7,453",50
המכבש 1,התקווה,2001,12/6/2002,1,3,"372,672","11,548",64
רצון 11,התקווה,1950,12/6/2002,1,2,"62,050","5,992",40
